Word,Frequency
paripuṇṇamānaso,1
antimadehadhārī,1
visuddhasīlo,1
susamāhitindriyo,1
cando,1
pamutto,1
samotataṃ,1
mohamahandhakāraṃ,1
vinodayiṃ,1
sabbamalaṃ,1
asesaṃ,1
ālokapajjotakaro,1
pabhaṅkaro,1
sahassaraṃsī,1
bhāṇumā,1
nabhe’’ti,1
ādīhi,1
gāthāhi,1
ekadivaseneva,1
mahānubhāvā’’ti,1
tumhākaññeva,1
āsayānusayañāṇakathāyā’’ti,1
maṅgalaassanhānatitthe,1
vaḷavaṃ,1
khaḷuṅkassaṃ,1
nhāpesuṃ,1
vaḷavena,1
nhānatitthaṃ,1
jigucchitvā,1
assagopako,1
nirogabhāvamassa,1
nhāpito,1
jigucchamāno,1
otarati,1
assagopake,1
nhāpayitthā’’ti,1
vaḷavassaṃ,1
sindhavatāya,1
aññatitthe,1
nhāpetuṃ,1
assagopaka,1
sappimadhuphāṇitādibhisaṅkhatapāyāsampi,1
bhuñjantassa,1
nhāpetha,1
pāyetha,1
aññamaññehi,1
titthehi,1
accāsanassa,1
tappatī’’ti,1
aññamaññehīti,1
pāyehīti,1
desanāsīsametaṃ,1
nhāpehi,1
accāsanassāti,1
karaṇatthe,1
sāmivacanaṃ,1
atiasanena,1
atibhuttenāti,1
tappatīti,1
sappiādīhi,1
abhisaṅkhatena,1
madhurapāyāsena,1
titto,1
dhāto,1
suhito,1
bhuñjitukāmataṃ,1
nhānena,1
pariyattiṃ,1
nhāpethāti,1
aññatitthaṃ,1
nhāpayiṃsu,1
assassa,1
nhānakāle,1
pīto,1
tiracchānassāpi,1
maṅgalaasso,1
ajātasattukumāraṃ,1
nipphādesi,1
ajātasattukumāro,1
tivassikagandhasālibhojanassa,1
thālipākasatāni,1
rājagahavāsikā,1
ṭhānepi,1
gantvāpi,1
passantiyeva,1
nissitako,1
sedehi,1
muccamānehi,1
gayāsīsavihāre,1
anubhosi,1
sauttaribhaṅgaṃ,1
aṭṭhārasavidhaṃ,1
bhuñjituṃ,1
evamāhā’’ti,1
bhuñjāmi,1
dentī’’ti,1
paṭikaṇṭako,1
ajātasattuṃ,1
anicchantaññeva,1
bhuñjāmī’’ti,1
parihāraṃ,1
anācāro,1
bhajantoyeva,1
bhajanasīlakova,1
bhajasī’’ti,1
viheṭheti,1
coramantaṃ,1
ummaṅgo,1
bhinditabbo,1
sandhicchedakammaṃ,1
ummaṅgañca,1
sandhicchedañca,1
maggasadisaṃ,1
titthasadisaṃ,1
nijjaṭaṃ,1
niggumbaṃ,1
harantena,1
māretvāva,1
haritabbaṃ,1
sīlācārayuttena,1
punadivasepīti,1
sikkhāpentī’’ti,1
hatthigopakaṃ,1
tathāti,1
ummattako,1
māretī’’ti,1
arogabhāvaṃ,1
kesañci,1
sikkhāpentī’ti,1
kathitapubba’’nti,1
vikāro,1
sīlācārakathaṃ,1
kathāpetuṃ,1
parāmasitabbo,1
māretabbo,1
sīlācārasampannena,1
khantimettānuddayayuttena,1
sīlavantena,1
duṭṭhahatthī,1
porāṇakadhammeyeva,1
pothayamanvacārī,1
susaññatānañhi,1
gajuttamo,1
aṭṭhā’’ti,1
purāṇacorānanti,1
porāṇacorānaṃ,1
sutvāti,1
mahiḷāmukhoti,1
hatthinimukhena,1
sadisamukho,1
mahiḷā,1
olokiyamānā,1
olokiyamāno,1
mahiḷāmukho’’tissa,1
pothayamanvacārīti,1
pothayanto,1
mārento,1
anucārī,1
susaññatānanti,1
saññatānaṃ,1
gajuttamoti,1
uttamagajo,1
aṭṭhāti,1
porāṇaguṇesu,1
tiracchānagatassāpi,1
dhammikānaṃ,1
dhammike,1
bhajī’’ti,1
vipakkhasevakabhikkhu,1
nālaṃkabaḷaṃ,1
upāsakañca,1
mahallakattherañca,1
ālāpasallāpena,1
nagaradvārā,1
nivattati,1
vissāsakathaṃ,1
vissāsikāyeva,1
maṅgalahatthisālaṃ,1
bhuñjanaṭṭhāne,1
bhattasitthāni,1
saṃvaddhamāno,1
hatthisseva,1
gāmikamanusso,1
hatthigopakassa,1
dummanabhāvaṃ,1
mittasanthavena,1
sokābhibhūto’’ti,1
vissāso’’ti,1
balavā,1
mettī’’ti,1
etarahī’’ti,1
manussena,1
nīto’’ti,1
nivāsanaṭṭhāna’’nti,1
ābādho,1
balavavissāso,1
kabaḷaṃ,1
padātave,1
kuse,1
abhiṇhadassanā,1
snehamakāsi,1
kukkure’’ti,1
nālanti,1
kabaḷanti,1
kaṭukakabaḷaṃ,1
paādātave,1
ākāralopo,1
gahetunti,1
piṇḍanti,1
bhattapiṇḍampi,1
kuseti,1
ghaṃsitunti,1
nhāpiyamāno,1
sarīrampi,1
asamatthabhāve,1
sallakkhitakāraṇaṃ,1
maññāmī’’tiādimāha,1
daṇḍo’ti,1
santikameva,1
kumbhā,1
bhutte,1
tiracchānagatassa,1
vissāsikāyevā’’ti,1
vinivaṭṭanaṃ,1
sabbajātakesupi,1
ānisaṃso,1
dassayissāma,1
amaccapaṇḍito,1
manuññamevabhāseyyāti,1
omasavādaṃ,1
khuṃsenti,1
vambhenti,1
ovijjhanti,1
akkosavatthūhi,1
akkosanti,1
bhikkhavo’’ti,1
vigarahitvā,1
pharusavācā,1
tiracchānagatānampi,1
amanāpā,1
tiracchānagato,1
samudācarantaṃ,1
parājesī’’ti,1
gandhārarājā,1
godakkhiṇādāyakānaṃ,1
nandivisālo’’ti,1
sampiyāyamāno,1
yāgubhattādīni,1
paṭijaggito,1
samadhuro,1
posāvaniyaṃ,1
govittakaseṭṭhiṃ,1
pavaṭṭetī’ti,1
thāmasampanno’’ti,1
goṇehi,1
pavaṭṭetuṃ,1
goṇo’’ti,1
vālukāsakkharapāsāṇānaṃyeva,1
akkhabandhanayottena,1
gandhapañcaṅgulikaṃ,1
patodaṃ,1
kūṭa,1
kūṭā’’ti,1
samudācaratī’’ti,1
niccale,1
sahassaparājito,1
sokābhibhūto,1
sokābhibhūtaṃ,1
niddāyasī’’ti,1
niddā,1
sahassaparājitassāti,1
bhājanaṃ,1
bhinditapubbaṃ,1
madditapubbo,1
uccārapassāvo,1
katapubbo’’ti,1
samudācarasi,1
taveveso,1
samudācarasīti,1
atibandhitvā,1
yojesi,1
yojesīti,1
dhurayottena,1
yugakoṭiñca,1
akkhapādañca,1
muṇḍarukkhadaṇḍakaṃ,1
goṇena,1
nandivisālassa,1
bhadra,1
bhandrā’’ti,1
govittakaseṭṭhi,1
brāhmaṇasseva,1
manāpa’’nti,1
nāmanuññaṃ,1
kudācanaṃ,1
udaddhari,1
alābhesi,1
cattamano,1
bhāseyyāti,1
bhāsamāno,1
catudosavirahitaṃ,1
piyavacanameva,1
udaddharīti,1
anuddharitvā,1
uddhari,1
pavaṭṭesīti,1
bhāseyyā’’ti,1
devorohaṇena,1
sarabhamigajātake,1
mahāpavāraṇāya,1
satthāro,1
asamadhuro’’ti,1
vahissati,1
samadhuraṃ,1
mahallikāya,1
nivāsavetanato,1
yāgubhattādīhi,1
paṭijaggamānā,1
ayyikākāḷako’’,1
añjanavaṇṇo,1
sīlācārasampanno,1
siṅgesupi,1
kaṇṇesupi,1
galepi,1
olambanti,1
naṅguṭṭhepi,1
kīḷanti,1
piṭṭhiyampi,1
nisīdanti,1
moceyya’’nti,1
visamatitthaṃ,1
yojitā,1
satthavāhaputtopi,1
gosuttavittako,1
gunnaṃ,1
usabhājānīyo’’ti,1
upadhārayamāno,1
ājānīyo,1
gopālake,1
vetanaṃ,1
yojetha,1
rajjukena,1
ākaḍḍhento,1
cāletumpi,1
kathitāya,1
tassādhippāyaṃ,1
purimasakaṭesu,1
yojesuṃ,1
sabbasakaṭāni,1
uttāresi,1
pañcasatāni,1
yathāparicchinnaṃ,1
sabbapurimasakaṭassa,1
vāyamantāpi,1
ūnabhāva’’nti,1
sakaṭuttaraṇabhatī’’ti,1
laggesi,1
ayyikākāḷakassa,1
gale’’ti,1
palāpento,1
sakaṭasatānaṃ,1
uttāritattā,1
rattehi,1
kilantarūpo,1
gopālakadārake,1
laddhabhatiyā,1
jīvitukāmā,1
anubhosī’’ti,1
asamadhuroyevā’’ti,1
gambhīravattanī,1
yuñjanti,1
dhura’’nti,1
bhāriyaṃ,1
balibaddā,1
gambhīravattanīti,1
etthāti,1
vattanī,1
maggassetaṃ,1
udakacikkhallamahantatāya,1
visamacchinnataṭabhāvena,1
dhurañca,1
balibadde,1
kaṇhameva,1
yojentīti,1
nipātamattameva,1
vahatīti,1
kaṇhova,1
vahatī’’ti,1
ayyikākāḷako,1
māmunikassa,1
nissāyā’’ti,1
vivāhadivase,1
mahālohito’’ti,1
kaniṭṭhabhātāpissa,1
posesuṃ,1
tiṇapalālādīneva,1
yāgubhattena,1
cūḷalohita,1
sūkaro,1
maraṇabhattaṃ,1
kaḍḍhentā,1
heṭṭhāmañcato,1
passissasī’’ti,1
dīghāyulakkhaṇa’’nti,1
pihaṃ,1
uppādayi,1
muniko,1
munikabhāvaṃ,1
patthayi,1
āturannānīti,1
maraṇabhojanāni,1
khādāti,1
nirussukko,1
dīghāyulakkhaṇanti,1
dīghāyubhāvassa,1
paciṃsu,1
cūḷalohitaṃ,1
muniko’’ti,1
bhojanaphalaṃ,1
bhojanato,1
tiṇapalālabhusamattameva,1
uttamañca,1
anavajjañca,1
dīghāyulakkhaṇañcāti,1
ukkaṇṭhito,1
munikasūkaro,1
mahālohito,1
kuruṅgaṃ,1
kukkurañceva,1
bhojājānīyañca,1
ājaññaṃ,1
mahiḷāmukhābhiṇhaṃ,1
nandikaṇhañca,1
munikanti,1
daharabhikkhū,1
phāsukaṭṭhāne,1
yathājjhāsayaṃ,1
jetavanābhimukhā,1
parissāvanasāmiko,1
sandhāretuṃ,1
sammodanīyaṃ,1
aparissāvanako,1
nādāsī’’ti,1
aparissāvetvāva,1
pivinti,1
kārentā,1
yuddhaparājitā,1
supaṇṇapotakānaṃ,1
nivattayiṃsū’’ti,1
māgadharājā,1
purimattabhāve,1
mahākulassa,1
maghakumāro’’tveva,1
maghamāṇavo’’ti,1
samānajātikakulato,1
vaḍḍhamāno,1
dānapati,1
tettiṃseva,1
tettiṃsa,1
gāmakammaṃ,1
aparaṃ,1
aparampīti,1
maṇḍapampi,1
phalakāsanāni,1
tettiṃsajanā,1
samānacchandā,1
vāsipharasumusalahatthā,1
catumahāpathādīsu,1
ubbattetvā,1
pavaṭṭenti,1
yānānaṃ,1
akkhapaṭighātarukkhe,1
visamaṃ,1
setuṃ,1
attharanti,1
dānāni,1
sakalagāmavāsino,1
rakkhiṃsu,1
gāmabhojako,1
cāṭikahāpaṇādivasena,1
daṇḍabalivasena,1
magho,1
rakkhāpeti,1
rakkhāpessāmī’’ti,1
gāmaghātādīni,1
asodhetvāva,1
hatthinā,1
maddāpethā’’ti,1
āvajjetha,1
pesuññakārake,1
raññe,1
bhāvethā’’ti,1
maddanatthāya,1
upanesuṃ,1
upanīyamānopi,1
upagacchati,1
viravitvā,1
osadhaṃ,1
parivattessanti,1
parivattanamanto’’ti,1
jānanamantaṃ,1
tettiṃsamattā,1
hanāma,1
nādiyāma,1
carāma,1
bhaṇāma,1
pivāma,1
bhāvema,1
khaṇāma,1
parittañca,1
gehavibhavaṃ,1
hatthiñca,1
gāmañca,1
vaḍḍhakiṃ,1
paṭṭhapesuṃ,1
mātugāmesu,1
vigatacchandatāya,1
nādaṃsu,1
cittā,1
sujāti,1
vaḍḍhakinā,1
kaṇṇikārukkhaṃ,1
vatthena,1
kaṇṇikāropanakāle,1
sarimhā’’ti,1
kaṇṇikā,1
āharissāmā’’ti,1
chinnarukkhena,1
pubbeyeva,1
ṭhapitakaṇṇikā,1
vikkāyikakaṇṇikā,1
pariyesitabbā’’ti,1
sudhammāya,1
pattikaṃ,1
damhā’’ti,1
mātugāmarahitaṭṭhānaṃ,1
niṭṭhaṃ,1
gamissatī’’ti,1
āsanaphalakāni,1
nibandhiṃsu,1
pākārena,1
antopākāre,1
vālukaṃ,1
bahipākāre,1
tālapantiyo,1
ropesuṃ,1
pupphūpagaphalūpagarukkho,1
pañcavaṇṇehi,1
padumehi,1
sañchannaṃ,1
saccavācaṃ,1
apharusavācaṃ,1
apisuṇavācaṃ,1
maccheravinayanti,1
vatapadāni,1
mātāpettibharaṃ,1
jantuṃ,1
jeṭṭhāpacāyinaṃ,1
sakhilasambhāsaṃ,1
pesuṇeyyappahāyinaṃ,1
maccheravinaye,1
kodhābhibhuṃ,1
naraṃ,1
tāvatiṃsā,1
sappuriso,1
itī’’ti,1
pasaṃsiyabhāvaṃ,1
tepissa,1
nibbattiṃsu,1
paṭivasanti,1
sādhāraṇena,1
rajjenā’’ti,1
dibbapānaṃ,1
sinerupabbatapāde,1
khipāpesi,1
sampāpuṇiṃsu,1
asurabhavanaṃ,1
heṭṭhimatale,1
tāvatiṃsadevalokappamāṇameva,1
cittapāṭali,1
kappaṭṭhiyarukkho,1
cittapāṭaliyā,1
pupphitāya,1
devalokasmiñhi,1
pupphatī’’ti,1
jarasakko,1
mahāsamuddapiṭṭhe,1
devanagarameva,1
kipillikā,1
thambhaṃ,1
anusañcaramānā,1
uṭṭhitā’’ti,1
samuddapiṭṭheyeva,1
yujjhamāno,1
diyaḍḍhayojanasatikena,1
vejayantarathena,1
dakkhiṇasamuddassa,1
matthakena,1
naḷavanaṃ,1
paripatantā,1
raviṃsu,1
mātaliṃ,1
atikāruññaravo,1
vattatī’’ti,1
rathavegena,1
vicuṇṇite,1
simbalivane,1
patante,1
ekaviravaṃ,1
viravantī’’ti,1
kilamantu,1
pāṇavadhakammaṃ,1
nivattayetaṃ,1
ratha’’nti,1
kulāvakā,1
simbalismiṃ,1
mātalīti,1
sārathiṃ,1
simbalisminti,1
simbalirukkhe,1
olambantā,1
ṭhitāti,1
parivajjayassūti,1
haññanti,1
pāṇanti,1
cajantesu,1
ahesunti,1
garuḷapotakā,1
viddhastavicuṇṇitakulāvakatāya,1
khipa,1
rathanti,1
devalokābhimukhaṃ,1
nivattayamānameva,1
cakkavāḷehi,1
nivatto,1
sakkopi,1
devalokesu,1
devagaṇena,1
nagaramajjhe,1
yojanasahassubbedho,1
vejayantapāsādo,1
vijayante,1
uṭṭhitattā,1
vejayanto’’,1
anāgamanatthāya,1
ayujjhapurānaṃ,1
pañcavidhā,1
abhirakkhā,1
uragakaroṭipayassa,1
hārī,1
madanayutā,1
mahantā’’ti,1
nagarānipi,1
asakkuṇeyyatāya,1
devanagarañca,1
asuranagarañca,1
devehi,1
asurehi,1
asuranagaraṃ,1
sakkānaṃ,1
nagarāni,1
uragādīsu,1
sakkena,1
uraga,1
nāgā,1
paṭhamālinde,1
supaṇṇā,1
pānabhojanaṃ,1
dutiyālinde,1
payassahāri,1
kumbhaṇḍā,1
dānavarakkhasā,1
kirete,1
tatiyālinde,1
madanayuta,1
visamacārino,1
yuddhasoṇḍā,1
catutthālinde,1
mahantāti,1
mahārājāno,1
pañcamālinde,1
āvilacittā,1
devapuraṃ,1
upayanti,1
pañcavidhesu,1
girino,1
paribhaṇḍaṃ,1
uragā,1
paribāhiya,1
sakke,1
devānaminde,1
dibbasampattiṃ,1
anubhavamāne,1
kaṇṇikāya,1
dinnanissandena,1
pañcayojanasatikā,1
devasabhā,1
dibbasetacchattassa,1
yojanappamāṇe,1
devānamindo,1
devamanussānaṃ,1
kattabbakiccāni,1
karaṇanissandena,1
nissandena,1
kusalakammassa,1
akatattā,1
bakasakuṇikā,1
devalokaṃ,1
sudhammaṃ,1
devasabhaṃ,1
nandāpokkharaṇiñca,1
rakkhāhī’’ti,1
maccharūpena,1
matamacchako’’ti,1
naṅguṭṭhaṃ,1
cālesi,1
kumbhakāragehe,1
suvaṇṇaeḷālukānaṃ,1
gāmassa,1
mahallakavesena,1
ugghosesi,1
sīlarakkhakānaṃ,1
rakkhathā’’ti,1
sīlarakkhakānaññevāhaṃ,1
eḷāluko’’ti,1
rakkhasi,1
rakkhāmī’’ti,1
tuyhameva,1
yānakena,1
vepacittissa,1
asurindassa,1
sīlānisaṃsena,1
gaṇhatū’’ti,1
sannipātesi,1
asuravaṇṇaṃ,1
sujaṃ,1
sannipātaṭṭhānaṃ,1
sinehavasena,1
uppannapemena,1
ajjhotthaṭahadayā,1
pupphadāmaṃ,1
ayamevassā,1
pitāmahato,1
lajjamānā,1
aḍḍhateyyānaṃ,1
nāṭikākoṭīnaṃ,1
kārayamānā,1
pariccajantāpi,1
devadhammajātake,1
vuttasadisameva,1
vicarāmī’’ti,1
dhī,1
hīnāyāvatto,1
jigucchiyamāno,1
hīnāyāvattitvā,1
sāsanā,1
nisinnāmhāti,1
hirottappābhāvena,1
itthiratanapaṭilābhatopi,1
paṭhamakappe,1
ānandamacchaṃ,1
haṃsapotikā,1
sannipātāpesi,1
haṃsamorādayo,1
sakuṇagaṇā,1
pāsāṇatale,1
sakuṇasaṅghaṃ,1
maṇivaṇṇagīvaṃ,1
citrapekhuṇaṃ,1
mora,1
rājadhītā,1
rocentī,1
uppādesī’’ti,1
ajjāpi,1
atituṭṭhiyā,1
mahato,1
naccanto,1
appaṭicchanno,1
nāssa,1
bhinnahirottappassa,1
sakuṇasaṅghamajjhe,1
veḷuriyavaṇṇūpanibhā,1
gīvā,1
byāmamattāni,1
pekhuṇāni,1
dadāmī’’ti,1
ta,1
kārassa,1
rutaṃ,1
vassitasaddo,1
madhuroti,1
piṭṭhīti,1
piṭṭhipi,1
citrā,1
veḷuriyavaṇṇūpanibhāti,1
veḷuriyamaṇivaṇṇasadisā,1
byāmamattānīti,1
ekabyāmappamāṇāni,1
pekhuṇānīti,1
piñchāni,1
naccitabhāveneva,1
nillajjassa,1
haṃsapotakassa,1
haṃsapotikaṃ,1
lajjitvā,1
haṃsarājāpi,1
itthiratanapaṭilābhato,1
bahubhaṇḍiko,1
sammodamānāti,1
kapilavatthuṃ,1
nigrodhārāme,1
cumbaṭakakalahaṃ,1
viggaho,1
samaggakāle,1
vivādamāpannā,1
ñātirājakulehi,1
anekavaṭṭakasahassaparivāro,1
sannipatitabhāvaṃ,1
pariyantesu,1
maddanto,1
enesa,1
jālakkhike,1
haritvā,1
pakkhipatha,1
ṭhānena,1
palāyissāmā’’ti,1
paṭissuṇiṃsu,1
khitte,1
heṭṭhābhāgena,1
sākuṇikassa,1
gumbato,1
mocentasseva,1
punadivasato,1
paṭṭhāyapi,1
jālameva,1
mocento,1
āgacchasi,1
sabbakālameva,1
viharissanti,1
vivādamāpajjissanti,1
jālamādāya,1
pakkhino,1
vasa’’nti,1
vivadissantīti,1
nānāladdhikā,1
nānāgāhā,1
karissantīti,1
āgacchissanti,1
hāsento,1
āgacchissāmīti,1
samassāsesi,1
katipāhasseva,1
otaranto,1
akkamī’’ti,1
kujjhiṃ,1
akkamiṃ,1
kujjhī’’ti,1
kujjhiyeva,1
ukkhipasī’’ti,1
vivādake,1
ukkhipissanti,1
pāpuṇissanti,1
sākuṇikopi,1
pakkhesu,1
ukkhipa,1
vadantānaññeva,1
vināsamūlameva,1
apaṇḍitavaṭṭako,1
paṇḍitavaṭṭako,1
kenāsi,1
ukkaṇṭhāpito’’ti,1
pāpuṇanto,1
macchiyā,1
pariharamānā,1
kāmagiddho,1
lolamaccho,1
amāretvāva,1
sūlaṃ,1
tacchenti,1
aṅgāratāpanaṃ,1
sūlavijjhanaṃ,1
kilameti,1
gato’ti,1
maññate,1
nīhaṭakāle,1
paccanamūlakaṃ,1
uṇha’’nti,1
paridevateva,1
bādhananti,1
jālasmiṃ,1
bādhetīti,1
ma’’ntiādīsu,1
patitassa,1
kevaṭṭehi,1
gahitabhāvaṃ,1
apassamānā,1
macchiṃ,1
kāmaratiyā,1
cinteti,1
domanassappattāya,1
cintanaṃ,1
sabbarutaññū,1
macchaparidevanaṃ,1
āturacitto,1
mīyamāno,1
nirayeyeva,1
nibbattissati,1
ahamassa,1
kevaṭṭānaṃ,1
byañjanatthāya,1
ruccanakamacchaṃ,1
imaññeva,1
maccha,1
tāhaṃ,1
pāpuṇeyyāsi,1
dāvagginibbānaṃ,1
magadhagāmake,1
bhikkhugaṇaparivuto,1
mahāḍāho,1
ekajālo,1
avattharamāno,1
āgacchateva,1
tattheke,1
puthujjanabhikkhū,1
daḍḍhaṭṭhānaṃ,1
ottharissatī’’ti,1
araṇisahitaṃ,1
candamaṇḍalaṃ,1
uggacchantaṃ,1
sahassaraṃsipaṭimaṇḍitaṃ,1
sūriyamaṇḍalaṃ,1
gacchantameva,1
demā’ti,1
vadatha,1
abhibhavanto,1
viravanto,1
padesassa,1
soḷasakarīsamattaṭṭhānaṃ,1
opilāpitatiṇukkā,1
vinibbedhato,1
dvattiṃsakarīsamattaṭṭhānaṃ,1
acetano,1
tiṇukkā,1
ānubhāvo,1
bhūmippadesaṃ,1
porāṇakasaccabalaṃ,1
jalissati,1
nisīdanatthāya,1
saṅghāṭiṃ,1
aṇḍakosaṃ,1
mahāgeṇḍukappamāṇo,1
vaṭṭakapotako,1
kulāvakehi,1
viravantā,1
bodhisattassapi,1
padavārena,1
mātāpitaropi,1
parittāyantā,1
atāṇomhi,1
asaraṇo,1
saccaguṇo,1
abhisambuddhā,1
sīlasamādhipaññāvimuttivimuttiñāṇadassanasampannā,1
saccānuddayakāruññakhantisamannāgatā,1
sabbasattesu,1
samappavattamettābhāvanā,1
sabbaññubuddhā,1
paṭividdhā,1
dhammaguṇā,1
saṃvijjamāno,1
sabhāvadhammo,1
paṭividdhaguṇe,1
saccasabhāvadhammaṃ,1
sesasakuṇānañca,1
soceyyanuddayā,1
kāhāmi,1
saccakiriyamanuttaraṃ,1
dhammabalaṃ,1
pubbake,1
saccabalamavassāya,1
saccakiriyamakāsaha’’nti,1
parinibbutānaṃ,1
saccasabhāvaṃ,1
upalabbhanti,1
uppatituṃ,1
gantunti,1
avañcanāti,1
pādāpi,1
vañcituṃ,1
padavāragamanena,1
nikkhantāti,1
neyyuṃ,1
jātova,1
vedayati,1
paṭikkamāti,1
paṭigaccha,1
nivattāti,1
jātavedaṃ,1
āṇāpeti,1
pakkhānaṃ,1
apatanabhāvo,1
avañcanabhāvo,1
kulāvakeyeva,1
palātabhāvo,1
sacco,1
sabhāvabhūtoyeva,1
saccakiriyāya,1
soḷasakarīsamatte,1
jātavedo,1
paṭikkami,1
paṭikkamanto,1
jhāyamānova,1
opilāpitā,1
ukkā,1
sacce,1
mahāpajjalito,1
vajjesi,1
karīsāni,1
sakalepi,1
anabhibhavanīyattā,1
anajjhottharaṇaṃ,1
porāṇaṃ,1
vaṭṭapotakakāle,1
mayhameva,1
saccabala’’nti,1
mātāpitarova,1
vaṭṭakarājā,1
nissitāti,1
daḍḍhapaṇṇasālaṃ,1
jetavanato,1
ḍayhittha,1
daḍḍhā,1
vasāmī’’ti,1
parisukkhaṃ,1
kedāre,1
karissāma’’,1
pāyite,1
vapitvā’’,1
bīje,1
katvā’’,1
vatiyā,1
katāya,1
lāyitvā,1
madditvā’’ti,1
apadisantāyeva,1
ajjhokāse,1
nibbattetuṃ,1
vassaṃvutthosi,1
senāsanasappāyassa,1
jāniṃsu,1
sakuṇasaṅghaparivuto,1
sākhāsu,1
ghaṃsantīsu,1
cuṇṇaṃ,1
uṭṭhāti,1
ghaṃsamānā,1
vissajjessanti,1
purāṇapaṇṇāni,1
jhāpessati,1
nissitā,1
jagatiruhaṃ,1
vihaṅgamā,1
pamuñcati,1
bhaya’’nti,1
jagatiruhanti,1
jagati,1
jagatiruho’’ti,1
vihaṅgamāti,1
vihaṃ,1
gamanato,1
pakkhī,1
vihaṅgamā’’ti,1
bhajathāti,1
vakkaṅgāti,1
galaṃ,1
vaṅkaṃ,1
vakkaṅgā’’ti,1
vaṅkā,1
jātāti,1
avassayarukkhatoyeva,1
nibbattaṃ,1
gacchāmāti,1
paṇḍitasakuṇā,1
bindumatte,1
kumbhīle,1
cintitākāreneva,1
dhūmesu,1
jālāsu,1
uṭṭhitāsu,1
rukkhagge,1
paṇḍitasakuṇo,1
yevuḍḍhamapacāyantīti,1
senāsanapaṭibāhanaṃ,1
dūte,1
pesite,1
senāsanesu,1
aggahitesveva,1
upajjhāyassa,1
amhākameva,1
palibundhenti,1
sāriputtattherassāpi,1
senāsanassa,1
sāriputto’’ti,1
jīvanteyeva,1
paṭibāhantī’’ti,1
arahatī’’ti,1
dhammakathiko,1
paṭhamassa,1
lābhī,1
dutiyassa,1
tatiyassa,1
catutthassa,1
lābhī’’ti,1
sakadāgāmī,1
arahā,1
tevijjo,1
chaḷabhiñño’’ti,1
rucivasena,1
aggāsanādirahānaṃ,1
aggāsanādīni,1
suttantiko,1
ābhidhammiko,1
paṭhamajjhānādilābhino,1
sotāpannādayo,1
aggapiṇḍo,1
laddhabbo,1
idamettha,1
aggasāvako,1
anudhammacakkappavattako,1
mamānantaraṃ,1
viharissathā’’ti,1
ovādadānatthāya,1
vihareyyāma,1
mahallakataraṃ,1
mahallako’ti,1
devapathaṃ,1
pūrayamānā,1
mahānigrodhaṃ,1
hatthīti,1
viharituṃ,1
vihareyyāmā’’ti,1
cintentā,1
attheso,1
nigrodhamūle,1
hatthi,1
nigrodharukkhaṃ,1
kīvappamāṇakālato,1
taruṇapotakakāle,1
nigrodhagacchaṃ,1
antarasatthīsu,1
aggasākhā,1
nābhiṃ,1
ghaṭṭeti,1
gacchakālato,1
makkaṭaṃ,1
makkaṭacchāpako,1
anukkhipitvāva,1
nigrodhapotakassa,1
aggaṅkure,1
khuddakakālato,1
mahānigrodharukkho,1
pātesiṃ,1
ajātakālato,1
tittirapaṇḍitaṃ,1
sakkāragarukāramānanavandanapūjanāni,1
abhivādanapaccuṭṭhānaañjalikammasāmīcikammāni,1
ṭhassāma,1
ovādānusāsaniṃ,1
dadeyyāsī’’ti,1
samādiyi,1
sabhāgavuttino,1
samādānaṃ,1
tittiriyaṃ,1
svākhāte,1
dhammavinaye,1
viharatha,1
anujānāmi,1
navakatarena,1
senāsanena,1
paṭibāhitabbo,1
paṭibāheyya,1
āpattidukkaṭassāti,1
vuḍḍhamapacāyanti,1
pāsaṃsā,1
suggatī’’ti,1
vuḍḍhamapacāyantīti,1
guṇavuḍḍhoti,1
vuḍḍhā,1
jātisampanno,1
guṇavuḍḍho,1
vuḍḍho’’ti,1
apacāyantīti,1
jeṭṭhāpacāyikakammena,1
pūjenti,1
kovidāti,1
jeṭṭhāpacāyanadhammassa,1
dhammeti,1
pāsaṃsāti,1
pasaṃsārahā,1
suggatīti,1
samparetabbe,1
gantabbe,1
paralokepi,1
sugatiyeva,1
khattiyā,1
vessā,1
suddā,1
gahaṭṭhā,1
jeṭṭhāpacitikamme,1
guṇasampannānaṃ,1
vayovuḍḍhānaṃ,1
apacitiṃ,1
jeṭṭhāpacitikārakāti,1
vaṇṇanaṃ,1
thomanaṃ,1
sagge,1
nibbattantīti,1
jeṭṭhāpacitikammassa,1
hatthināgo,1
tittirapaṇḍito,1
nāccantaṃnikatippaññoti,1
cīvaravaḍḍhakaṃ,1
cīvare,1
chedanaghaṭṭanavicāraṇasibbanādikaṃ,1
sukusalo,1
kusalatāya,1
cīvaravaḍḍhako’’,1
jiṇṇapilotikāsu,1
suphassikaṃ,1
rajanapariyosāne,1
piṭṭhodakena,1
saṅkhena,1
ghaṃsitvā,1
ujjalaṃ,1
ahate,1
niṭṭhāti,1
katacīvarameva,1
vaṇṇasampattimeva,1
thira’’nti,1
cīvaravaḍḍhakassa,1
kiliṭṭhakāle,1
dhoviyamānaṃ,1
jiṇṇaṭṭhānaṃ,1
pilotikāhi,1
vañcento,1
gāmakepi,1
sambhattā,1
vañcetī’’ti,1
handāhaṃ,1
vañcemī’’ti,1
atimanāpaṃ,1
surattaṃ,1
āmāvuso’’ti,1
gāmavāsikā,1
dullabhapaccayā,1
imāhaṃ,1
