Word,Frequency
adhippeto,2
lokena,2
uppannā,2
visuddhidevā,2
cetaṃ,2
kaniṭṭhaṃ,2
vattasī’’ti,2
jeṭṭhāpacāyikakammaṃ,2
araññavāsaṃ,2
anujāni,2
pāpakammena,2
pāpameva,2
ramaṇīye,2
kaṭṭhahārijātakavaṇṇanā,2
mahānāmassa,2
saṃvāsaṃ,2
kucchi,2
poseyyāsi,2
aṅgulimuddikāya,2
āneyyāsī’’ti,2
paripakkagabbhā,2
pitā’’ti,2
nesī’’ti,2
lajjāya,2
muddikā,2
janādhipa,2
paja’’nti,2
atrajo,2
khettajo,2
sayanapiṭṭhe,2
pallaṅke,2
janaṃ,2
hatthiassādayo,2
bahujane,2
garahatthe,2
posetī’’ti,2
posessāmī’’ti,2
aṅke,2
kaṭṭhavāhanarājā,2
gāmaṇijātakavaṇṇanā,2
imasmiñca,2
ekasadisameva,2
gāmaṇikumāro,2
bhātikasatassa,2
yasasampattiṃ,2
phalāsāva,2
samijjhati,2
paṭiladdhattā,2
maghadevajātakavaṇṇanā,2
uttamaṅgaruhā,2
mayhanti,2
buddhāsane,2
etarahiyeva,2
nikkhantoyevā’’ti,2
passeyyāsi,2
pāṇimhi,2
avasiṭṭhaṃ,2
paviṭṭhaṃ,2
saṃvegaṃ,2
bāla,2
nāsakkhī’’ti,2
āvajjentassa,2
sarīrā,2
sedā,2
mucciṃsu,2
pīḷetvā,2
jeṭṭhaputtaṃ,2
vayoharā,2
pabbajjāsamayo,2
kesā,2
hatthapādādīnaṃ,2
palitesu,2
pātubhūtesu,2
dūtā’’ti,2
dūtātipi,2
marissasī’’ti,2
visuddhidevānaṃ,2
pariyāyena,2
divasameva,2
vaṃsaṃ,2
sukhavihārijātakavaṇṇanā,2
rakkhantīti,2
sukhavihārī,2
jhānalābhī,2
khaṇḍahālajātake,2
kārayamāne,2
nekkhamme,2
cānisaṃsaṃ,2
parivāropissa,2
āpucchi,2
tāpasehi,2
anukkaṇṭhamānā,2
vasatha,2
santikeyeva,2
vuṭṭhāsi,2
udānento,2
āvudhahatthehi,2
nālattha’’nti,2
puggalaṃ,2
nivesanameva,2
himavantameva,2
jātakāti,2
lakkhaṇamigajātakavaṇṇanā,2
atthoti,2
rocetvā,2
veḷuvanameva,2
gaṇato,2
vuddhippatto,2
khaṇanti,2
sajjenti,2
mārenti,2
dandhatāya,2
padosepi,2
paccūsepi,2
pakatiyā,2
migehi,2
pabbatā,2
āgami,2
ekamigampi,2
paṭisanthāravuttinaṃ,2
passasimaṃ,2
sīlavantānaṃ,2
ācārasampannānaṃ,2
dhammapaṭisanthāro,2
āmisapaṭisanthāro,2
ñātīhi,2
gaṇamhā,2
parisāpissa,2
rāhulamātā,2
nigrodhamigajātakavaṇṇanā,2
seveyyāti,2
antoghaṭe,2
padīpo,2
jalati,2
pabbajitukāmā,2
sīlavatī,2
ghosayiṃsu,2
nakkhattakīḷāya,2
kuṇape,2
sabbarogānaṃ,2
āvāso,2
sabbalokassa,2
yathābhūtaṃ,2
udarapūro,2
asucī,2
avijjāya,2
gahetvāna,2
paggharati,2
alaṅkaritvā,2
pabbājessāmī’’ti,2
mahāsakkāraṃ,2
bhikkhunīnaṃ,2
paññāyasi,2
kuladhītā,2
natthitāya,2
buddho,2
rājagahā,2
okāso,2
visākhaṃ,2
aññāni,2
mahākulāni,2
daharabhikkhuniyā,2
upāsikaṃ,2
sāṇiṃ,2
antosāṇiyaṃ,2
suddhaṃ,2
bhikkhusaṅghañca,2
kumāraparihārena,2
vaḍḍhāpesi,2
vaḍḍhitattā,2
kumārakassapo’’ti,2
mātāpissa,2
kumārakassapatthero,2
gaganamajjhe,2
puṇṇacando,2
rattiṭṭhānadivāṭṭhānesu,2
therī,2
guṇakathāyā’’ti,2
maṇiguḷasadisāni,2
siṅgāni,2
pañcasatamigaparivāro,2
nigrodhamigarājā,2
sākhamigo,2
kammacchedaṃ,2
migavaṃ,2
cintesuṃ,2
yaṃnūna,2
nivāpaṃ,2
vapitvā,2
pariyesamānā,2
khādathā’’ti,2
palāyanti,2
maraṇampi,2
migagaṇo,2
kaṇḍena,2
sākhamigassa,2
vijāyitvā,2
pāpetuṃ,2
nipanno’’ti,2
laddhe,2
narindā’’ti,2
dijagaṇā,2
migadhenu,2
gaccheyyāsī’’ti,2
seveyya,2
nigrodhasmiṃ,2
sākhasmi,2
kappeyya,2
uttamanti,2
paharituṃ,2
vijite,2
sassaṃ,2
labhissathā’’ti,2
paṇṇasaññaṃ,2
evā’’ti,2
vinivaṭṭetvā,2
kaṇḍijātakavaṇṇanā,2
sallanti,2
indriyajātake,2
vītaccitesu,2
pavisanti,2
pabbateyyamigo,2
migapotikāya,2
paṭibaddhacittattā,2
khosi,2
sāsaṅko,2
otarī’’ti,2
pāteti,2
madhuramaṃsaṃ,2
tosento,2
garahavatthūni,2
ettakampi,2
ghaṭetvā’’ti,2
vātamigajātakavaṇṇanā,2
pāpiyoti,2
cūḷapiṇḍapātikatissattheraṃ,2
sapadānaṃ,2
vītināmeti,2
paññāto,2
ure,2
alaṅkato,2
ārocesi’’,2
ānessāmī’’ti,2
adassetvā,2
paviṭṭhassa,2
āditova,2
dadamānā,2
gehadvāraṃ,2
nipannaṭṭhānaṃ,2
rājagahameva,2
pākaṭā,2
nīharati,2
madhuṃ,2
ānetuṃ,2
madhumakkhitāni,2
passanto,2
tahiṃ,2
aṃse,2
paviṭṭhe,2
pāpataraṃ,2
pāpiyo,2
gahananissitaṃ,2
kirāti,2
sacchandarāgaparibhogehi,2
satasahassaguṇena,2
pāpiyabhāvaṃ,2
kharādiyajātakavaṇṇanā,2
uggaṇhāhī’’ti,2
uggaṇhāpito’’ti,2
migamāyā,2
vaṅkātivaṅkinaṃ,2
aṭṭhakkhuranti,2
miganti,2
dubbacamigaṃ,2
dubbacoyevā’’ti,2
bhaginī,2
tipallatthamigajātakavaṇṇanā,2
dhammassavanaṃ,2
anupasampannena,2
rāhula,2
mahāmoggallānassa,2
avatvāva,2
saṅgahaṃ,2
kuladārake,2
dhammasaṃvego,2
dhammasenāpatiṃ,2
vaccakuṭiyaṃ,2
karissatha,2
vatāyaṃ,2
sikkhākāmoyevā’’ti,2
upanetvā,2
mātulena,2
anatikkamitvā,2
mātuyā,2
sikkhāpito’’ti,2
āgacchissatī’’ti,2
kalāhitibhoti,2
pallatthaṃ,2
tīhākārehi,2
tipallatthaṃ,2
khurehi,2
bhāgineyyoti,2
pathaviyā,2
kalāhi,2
luddakaṃ,2
atibhoti,2
koṭṭhāsehi,2
adho,2
imāhi,2
kalāhiti,2
dvīsupi,2
bhaginiṃ,2
niddisati,2
mahāphāsukapassena,2
pādānaṃ,2
vidhunitvā,2
mālutajātakavaṇṇanā,2
juṇheti,2
kosalajanapade,2
araññāvāse,2
juṇho,2
juṇhe,2
kaṅkhaṃ,2
kathesiṃ,2
ekissāyeva,2
guhāya,2
sahāyakānaṃ,2
vātajāni,2
pañhe,2
pañho,2
matakabhattajātakavaṇṇanā,2
pāragū,2
ānethā’’ti,2
ṭhapesuṃ,2
somanassajāto,2
kāruññaṃ,2
tādisova,2
eḷakassa,2
attabhāvo,2
muccissāmī’ti,2
sīsacchedadukkhaṃ,2
tamhā,2
muccissāmi,2
kāruññena,2
chindi,2
sannipati,2
devatānubhāvena,2
dukkhāyaṃ,2
jāti,2
sattaṃ,2
chasu,2
parassa,2
soḷasasu,2
pettivisaye,2
pāṇātipātakammaṃ,2
āyācitabhattajātakavaṇṇanā,2
anantarāyena,2
atthasiddhiṃ,2
bajjhati,2
hevaṃ,2
naḷapānajātakavaṇṇanā,2
naḷakapānapokkharaṇiyaṃ,2
sūcigharatthāya,2
porāṇakaadhiṭṭhāna’’nti,2
pivantā,2
pivathā’’ti,2
paricchindanto,2
amanussapariggahitā’’ti,2
antamaso,2
pivissathā’’ti,2
maññasi,2
ekamekaṃ,2
naḷadaṇḍakaṃ,2
viditvā,2
uttiṇṇapadaṃ,2
otaritaṃ,2
pokkharaṇiyaṃ,2
pivantaṃ,2
dhami,2
dhamitvā,2
uṭṭhitanaḷā,2
kappaṭṭhiyapāṭihāriyāni,2
ṭhassati,2
asītisahassavānarā,2
nisinnāva,2
saparivāro,2
kuruṅgavaggo,2
kuruṅgamigajātakavaṇṇanā,2
payojesi,2
aguṇakathāya,2
asakkhī’’ti,2
kuruṅgamigo,2
sepaṇṇirukkhe,2
gāmavāsī,2
aṭṭakaluddako,2
upadhāretvā,2
luddakopi,2
patanti,2
olambakaṃ,2
seyyasi,2
ruccate,2
kuruṅgamigassa,2
phalanti,2
mahāniraye,2
kukkurajātakavaṇṇanā,2
ñātatthacariyaṃ,2
mahāsusāne,2
khādiṃsū’’ti,2
antepure,2
sunakhehi,2
uppanna’’nti,2
ñātisaṅghassa,2
dadeyya’’nti,2
bhāyittha,2
purecārikaṃ,2
ussahī’’ti,2
antonagaraṃ,2
āṇāpetvā,2
vinicchaye,2
āsanassa,2
vissamitvā,2
heṭṭhāsanā,2
kukkure,2
jānāthā’’ti,2
rathacammassa,2
kukkurehi,2
khāditattā,2
mārethā’ti,2
āṇāpesi’’nti,2
labhantī’’ti,2
dubbalaghātikā,2
teme,2
mayamasma,2
saghaccā,2
saṃvaḍḍhā,2
vajjhāti,2
rājūhi,2
vattatīti,2
khādita’’nti,2
khāditabhāvaṃ,2
āharāpethā’’ti,2
pūjaṃ,2
niccabhattaṃ,2
cariyevā’’ti,2
bhojājānīyajātakavaṇṇanā,2
semānoti,2
laddhāpi,2
pesesuṃ,2
chaṭṭhaṃ,2
vattanti,2
sithilaṃ,2
sannayhituṃ,2
mamaññeva,2
sallebhi,2
seyyova,2
yuñja,2
maññeva,2
sallehi,2
viddhopi,2
bhojjhoti,2
bodhisattampi,2
assārohassa,2
dātabbaṃ,2
nāsetuṃ,2
rakkhatha,2
samena,2
kārethā’’ti,2
nirujjhi,2
arahattaphale,2
ājaññajātakavaṇṇanā,2
akaṃsū’’ti,2
jeṭṭhabhātikaṃ,2
pubbaṇhādīsu,2
bahūsu,2
sārathissa,2
sārathi,2
titthajātakavaṇṇanā,2
āsayānusayañāṇassa,2
sappāyamahosi,2
buddhaveneyyo,2
bhikkhussa,2
mahābhikkhusaṅghaparivāro,2
gandhakuṭiyaṃ,2
tatrāpi,2
padumapupphaṃ,2
abhirūpaṃ,2
vaṇṇo,2
aniccā’’ti,2
mutto,2
rāhumukhā,2
sāriputtatthero,2
jānāmiyevā’’ti,2
otāriyamāno,2
otarituṃ,2
otaratī’’ti,2
tenesa,2
titti,2
nhāto,2
pāyehi,2
pāyāsassapi,2
āpajjati,2
āpanno,2
kāraṇā,2
paṇḍito’’ti,2
mahiḷāmukhajātakavaṇṇanā,2
purāṇacorāna,2
nisammāti,2
pasādetvā,2
abhihari,2
parivāro,2
vihāreyeva,2
sabbakālaṃ,2
paṭṭhapitaṃ,2
bhuñjasī’’ti,2
bhuñjasi,2
tamahaṃ,2
kathañhi,2
niccakālampi,2
diṭṭhadiṭṭheyeva,2
maṅgalahatthī,2
ācārasampanno,2
uṭṭhātuṃ,2
corena,2
kakkhaḷena,2
māretiyeva,2
hatthigopake,2
hatthisālāya,2
kathayiṃsū’’ti,2
hatthisālāyaṃ,2
kārehi,2
sīlakathaṃ,2
sikkhāpenti,2
sabbaguṇesu,2
bhaji,2
abhiṇhajātakavaṇṇanā,2
padātaveti,2
vissāsikā,2
kukkuro,2
bhojanena,2
vissāsiko,2
pivati,2
nhāyati,2
hatthisālaṃ,2
rogo,2
ghaṃsituṃ,2
maññāmi,2
sandhivasena,2
dinnāni,2
ārocento,2
manusso,2
carāpetha,2
paridevitvā,2
bhuñji,2
catusaccakathāya,2
atthiyeva,2
yatthassa,2
mahallakatthero,2
nandivisālajātakavaṇṇanā,2
chabbaggiyānaṃ,2
taruṇavacchakakāleyeva,2
brāhmaṇena,2
asukassa,2
purimasakaṭadhure,2
ekakameva,2
vahassu,2
akūṭaṃ,2
thambhe,2
āharāpesi,2
vasantena,2
sahassehi,2
yugaṃ,2
koṭiyā,2
koṭiṃ,2
paliveṭhetvā,2
etto,2
ekavegeneva,2
sahassāni,2
bhāseyya,2
ahū’’ti,2
parena,2
saṇhaṃ,2
mudukaṃ,2
da,2
byañjanasandhivasena,2
padasandhikaro,2
kaṇhajātakavaṇṇanā,2
yamakapāṭihāriyaṃ,2
asamadhuro,2
tathāgatena,2
vuḷhadhuraṃ,2
paricchinditvā,2
gāmagoṇehi,2
duggatabhāvato,2
yugaparamparāya,2
uttāritesu,2
nāsāya,2
bhaṇḍikaṃ,2
dānissa,2
apanetuṃ,2
akkhīhi,2
sahassatthavikaṃ,2
laddhā’’ti,2
tadāssu,2
svāssu,2
vahate,2
gambhīro,2
yuñjantīti,2
assūti,2
etthāpi,2
munikajātakavaṇṇanā,2
pihayīti,2
cūḷanāradakassapajātake,2
uttaribhaṅgabhāvaṃ,2
kuṭumbikassa,2
teyeva,2
bhātike,2
nagaravāsī,2
vivāhakāle,2
uttaribhaṅgo,2
munikaṃ,2
vattamānaṃ,2
āgamissanti,2
sūpabyañjanaṃ,2
kariyamānaṃ,2
āturannāni,2
appossukko,2
khāda,2
sukhito,2
bhaveyya’’nti,2
kumārikaṃ,2
thullakumārikā,2
kulāvakavaggo,2
kulāvakajātakavaṇṇanā,2
kulāvakāti,2
aparissāvetvā,2
pītaṃ,2
pipāsaṃ,2
jānaṃ,2
pivī’’ti,2
aparissāvitaṃ,2
devanagare,2
samuddapiṭṭhena,2
palāyantā,2
macalagāmake,2
kulāni,2
kulā,2
gāmamajjhe,2
ṭhitaṭṭhāne,2
athañño,2
sabbesampi,2
santharitvā,2
pokkharaṇiyo,2
pivantesu,2
karontesu,2
vicarantī’’ti,2
hatthimhi,2
vicinathā’’ti,2
vicinantā,2
majjaṃ,2
pesuññakārakassa,2
tesaṃyeva,2
catumahāpathe,2
kāressāmā’’ti,2
mātugāmānaṃ,2
jeṭṭhikaṃ,2
tacchetvā,2
bho’’ti,2
brahmalokaṃ,2
pānīyacāṭiyo,2
ākiritvā,2
cittāpi,2
nandāpi,2
tāvatiṃsabhavane,2
asure,2
matte,2
samāne,2
asurabhavanameva,2
sinerussa,2
pāricchattako,2
simbalivanaṃ,2
pakkhanto,2
dassāma,2
parivajjayassu,2
māme,2
nivattaya,2
mātalisaṅgāhako,2
aññehipi,2
ayujjhapurāni,2
jātāni,2
pihite,2
karoṭi,2
sesesu,2
uyyānassa,2
cittalatāvanaṃ,2
rakkhitu’’nti,2
uttāno,2
cutā,2
nibbattabhāvaṃ,2
eḷālukāni,2
ābhata’’nti,2
rakkhitvā,2
vayappattakāle,2
gaṇhantī,2
gaṇhissatī’’ti,2
olokentī,2
pivissasī’’ti,2
naccajātakavaṇṇanā,2
manuññanti,2
dhī’’ti,2
ratanasāsanā,2
suvaṇṇahaṃsaṃ,2
suvaṇṇahaṃsarājassa,2
nānappakārā,2
samāgantvā,2
mahante,2
sannipatiṃsu,2
gaṇhātū’’ti,2
moraṃ,2
sakuṇasaṅghā,2
naccituṃ,2
suvaṇṇahaṃsarājā,2
rucirā,2
piṭṭhi,2
naccena,2
dadāmīti,2
sammodamānajātakavaṇṇanā,2
kuṇālajātake,2
kuṇālajātaka,2
abhibhavitvā,2
sotthiṃ,2
āyācito,2
vaṭṭakaluddako,2
vaṭṭakavassitaṃ,2
ekeko,2
vikālo,2
tucchahatthova,2
tucchahattho,2
positabbaṭṭhānaṃ,2
panete,2
āgacchissāmī’’ti,2
vivadissanti,2
ehinti,2
athāhaṃ,2
gocarabhūmiṃ,2
akkami,2
vivadantesu,2
labhissati,2
vassitvā,2
ukkhipantasseva,2
kalaho,2
uṇhanti,2
mutto’’ti,2
mahāmaccho,2
rativasena,2
jālakucchimeva,2
paviṭṭhabhāvaṃ,2
vālikāpiṭṭhe,2
aṅgāre,2
panesā,2
bādhatī’’ti,2
jālasmi,2
bādhanaṃ,2
vigate,2
yampi,2
ajānantī,2
bādhatīti,2
dāsaparivuto,2
ekadivasampi,2
passeyyaṃ,2
vaṭṭakajātakavaṇṇanā,2
apatanāti,2
ekadhūmo,2
paṭaggiṃ,2
pācīnalokadhātuto,2
aggapuggalaṃ,2
dāvaggi,2
nibbāyi,2
avattharituṃ,2
nibbāyati,2
kappaṭṭhiyapāṭihāriyaṃ,2
nāmeta’’nti,2
bhikkhusaṅghopi,2
saṃvacchare,2
gaccheyyaṃ,2
palātā,2
sīlaguṇo,2
buddhe,2
paṭikkamāpetvā,2
saritvā,2
jine,2
apatanā,2
avañcanā,2
paṭikkamā’’ti,2
sakkāti,2
jātavedo’’ti,2
atthibhāvo,2
sikhī’’ti,2
vanassa,2
sakuṇajātakavaṇṇanā,2
araññasenāsane,2
paṭhamamāseyeva,2
bījaṃ,2
vītināmesuṃ,2
dhūmo,2
gaṇhissati,2
vakkaṅgā,2
uttamaṅgaṃ,2
dhūmandhā,2
yathābhirantaṃ,2
therānaṃ,2
senāsanāni,2
aggapiṇḍaṃ,2
khattiyakulā,2
pabbajito’’ti,2
brāhmaṇakulā,2
gahapatikulā,2
vinayadharo,2
jhānassa,2
anāgāmī,2
kathitakāle,2
abhivādanaṃ,2
añjalikammaṃ,2
sāmīcikammaṃ,2
vuḍḍhataro,2
patirūpaṃ,2
asabhāgavuttino,2
mahallakataro,2
mahallakataro’’ti,2
khādāmi,2
vaccaṃ,2
sappatissā,2
devalokaparāyaṇā,2
tiracchānagatā,2
dhammassa,2
kovidā,2
jātivuḍḍho,2
guṇasampanno,2
chekā,2
pasaṃsaṃ,2
bakajātakavaṇṇanā,2
jetavanavāsiko,2
yaṃkiñci,2
hatthakammaṃ,2
nikkhipati,2
cirena,2
vippaṭisārino,2
nagaravāsikaṃ,2
pilotikacīvaraṃ,2
dassitaṃ,2
vañcitoyevā’’ti,2
nisinnosī’’ti,2
gocaro,2
mando,2
nidāgho,2
pañcavaṇṇapadumasañchannaṃ,2
sarassa,2
thalepi,2
nilīyitvā,2
āgacchatū’’ti,2
gaṇhissasī’’ti,2
pātessasi,2
vissajjessati,2
labhissāmi,2
vañcetukāmo,2
kammārasaṇḍāsena,2
mātulo,2
khāditā,2
tvañhi,2
paggharantena,2
unnādayamānā,2
nāccantaṃ,2
sukhamedhati,2
nandajātakavaṇṇanā,2
mānatthaddho,2
jetavanavihāraṃ,2
satena,2
kītadāso,2
mamaccayena,2
dadeyya,2
kareyya’’nti,2
puttopissa,2
nidahita’’nti,2
kuhiṃ,2
nidhiṭṭhānaṃ,2
mānaṃ,2
ceṭaka,2
re,2
dāsa,2
ukkhipāpetvā,2
sovaṇṇayo,2
sovaṇṇamālā,2
sundaro,2
etesanti,2
pharusavacanāni,2
khadiraṅgārajātakavaṇṇanā,2
anuppādetvā,2
katapātarāso,2
sāyanhe,2
hontiyeva,2
āgatoti,2
paṇṇe,2
aṭṭhārasakoṭisaṅkhyaṃ,2
iṇaṃ,2
āharāpeti,2
nadīkūle,2
bhinne,2
mahāsamuddaṃ,2
sattabhūmakaṃ,2
pavisantesu,2
pacchimakālaṃ,2
kathessāmi,2
tajjesi,2
evaṃbhūtopi,2
appakā,2
dakkhiṇā,2
sāvake,2
aṭṭhannaṃ,2
desi,2
dullabhā,2
issarakāle,2
āgacchāmī’’ti,2
vippakiṇṇaṃ,2
nivattitvāpi,2
dasabalena,2
sineru,2
suppatiṭṭhitā,2
kāḷakaṇṇiyā,2
sīghaṃ,2
kenaṭṭhena,2
anupadhāretvā,2
adāsī’’ti,2
tehipi,2
anāthā,2
dāpethā’’ti,2
suṭṭhutaraṃ,2
gehamajjhe,2
yakkhānubhāvena,2
uttāsetvā,2
daṇḍakammaṃ,2
sodhetvā,2
sacesi,2
bhadrāni,2
dhammapade,2
passatī,2
paccatī,2
nipatitvā,2
khamathā’’ti,2
aṅgārakāsuṃ,2
ekanti,2
āsanā,2
ayyassa,2
vinassissati,2
imañca,2
dānantarāyaṃ,2
antaravatthumhi,2
sampajjalitā,2
gacchamāno,2
mahatī,2
aṅgārakāsu,2
balamahantataṃ,2
ānubhāvamahantataṃ,2
aṅgārakāsutaṭe,2
māraṃ,2
kosi,2
antarāyaṃ,2
aṅgārakāsuyā,2
nirayaṃ,2
uddhaṃpādo,2
avaṃsiro,2
uggantvā,2
vehāsaṃ,2
maddamāno,2
kampito,2
katameva,2
atthakāmavaggo,2
losakajātakavaṇṇanā,2
yoatthakāmassāti,2
losakatissattheraṃ,2
nālattha,2
koṭṭhāso,2
jīvamānā,2
arahattassa,2
ekamassa,2
pavisā’’ti,2
sayati,2
sattavassiko,2
uccinitvā,2
appapuñño,2
kucchipūro,2
sāvatthiyā,2
labhissāma,2
pattapūraṃ,2
tissa,2
there,2
paribhuñja,2
appalābhī,2
ariyadhammalābhibhāvañca,2
attanāva,2
anattā’’ti,2
vipassanāya,2
khīṇāsavatthero,2
āgantukatthero,2
paribhinno,2
vasissati,2
kismiñci,2
gaṇe,2
gaṇḍiṃ,2
pabodhetuṃ,2
pivissati,2
udakapiṭṭhe,2
paññāyissati,2
paṭṭhāyeva,2
pañcajātisatesu,2
gabbhamalaṃ,2
bhattavamanaṃ,2
jātito,2
vāceti,2
aggaṇhanto,2
mittavindakassa,2
gambhīraṃ,2
veḷukalāpe,2
phalena,2
vimānapetiyo,2
tatopi,2
yakkhanagaraṃ,2
khitto,2
ajikā,2
ajikagopakā,2
samudde,2
patito,2
ayoniso,2
gahitamattā,2
mittako,2
atthakāmassāti,2
hitacittena,2
anovādako,2
pādaṃ,2
tīsuyeva,2
yakkhena,2
mittavindakopi,2
kapotajātakavaṇṇanā,2
navakanipāte,2
lolo,2
parihīnā’’ti,2
mahānase,2
mahānasaṃ,2
carasī’’ti,2
kiriyā,2
upaṭṭhahissāmī’’ti,2
aññagocarā,2
dukkara’’nti,2
gocaraggahaṇakāle,2
appamattena,2
āgacchantena,2
nitthunanto,2
kucchirogo,2
mucchitā,2
pūretuṃ,2
saddamakāsi,2
sakalasarīre,2
luñcitvā,2
kapotakassa,2
amittahatthatthagatova,2
pacchiyā,2
saṅkāraṭṭhāne,2
veḷukajātakavaṇṇanā,2
dubbacosī’’ti,2
mahābhogakule,2
veḷupabbe,2
sayāpetvā,2
paṭijaggasī’’ti,2
etasseva,2
katipāhaccayeneva,2
gataṭṭhāne,2
pidahitvā,2
veḷukassa,2
dvīhatīhaṃ,2
isīnaṃ,2
ovādavasena,2
āsivisamukhe,2
pūtibhāvaṃ,2
dubbacabhāveneva,2
sesaparisā,2
makasajātakavaṇṇanā,2
andhabālamanussā,2
tappaccayā,2
mantayitvā,2
makase,2
antogāme,2
paharaṇakamanussā,2
paccantagāme,2
makaso,2
vāressāmi,2
piṭṭhipasse,2
paharissāmī’’ti,2
paṇḍitova,2
māressatī’’ti,2
matiyā,2
abbhidā,2
puttopi,2
rohiṇijātakavaṇṇanā,2
rohiṇī,2
matā’’ti,2
māressāmī’ti,2
amittopi,2
hantvāna,2
bālānukampakoti,2
pasaṃsanto,2
ārāmadūsakajātakavaṇṇanā,2
rukkhapotake,2
mūlappamāṇena,2
milāyitvā,2
matā,2
ārāmadūsako,2
ārāmadūsakoyevā’’ti,2
makkaṭā,2
vānare,2
kīḷissāmi,2
cammakuṭe,2
dārukuṭe,2
appaṃ,2
atthacariyā,2
kapi,2
ārāmiko,2
veti,2
kāraṇe,2
dummedhoti,2
bālapuggalo,2
ārāme,2
niyutto,2
anatthakusalo,2
uyyānā,2
vāruṇidūsakajātakavaṇṇanā,2
sannipatite,2
khādante,2
uṭṭhāyuṭṭhāya,2
vāruṇidūsakoyevā’’ti,2
vināsesi,2
koṇḍañño,2
sabbopi,2
vedabbajātakavaṇṇanā,2
tiṇhena,2
vedabbaṃ,2
ākāsato,2
uggaṇhāti,2
bodhisattañca,2
vissajjesuṃ,2
dhanatthāya,2
nipajjāpesuṃ,2
saṅkaḍḍhitvā,2
uttarāsaṅgesu,2
vassāpesi,2
dadeyyaṃ,2
lobho,2
khaggena,2
pattehi,2
vanapupphehi,2
puriso’’ti,2
vihaññati,2
vihaññatīti,2
icchāmī’’ti,2
laddhanāmaṃ,2
vināsapaccayo,2
icchanto,2
nakkhattajātakavaṇṇanā,2
janapade,2
kulūpakaṃ,2
asobhanaṃ,2
anāgamanaṃ,2
divaso,2
ṭhapito,2
dārika’’nti,2
sāvatthivāsino,2
gahapatikā,2
āgatamaggeneva,2
dinnā’’ti,2
paribhāsiṃsu,2
ājīvakena,2
gamiṃsu,2
anāgamanabhāvena,2
tārakā,2
rukkhe,2
gandhapupphehi,2
abhisekaṃ,2
devatāmaṅgaliko,2
rājadhamme,2
brāhmaṇagahapatikādayo,2
namassamāno,2
patthanaṃ,2
akāsiṃ,2
pāpuṇissāmi,2
dussīlānaṃ,2
khohaṃ,2
yajissāmi,2
adhammiko,2
ajānanabhāvena,2
carāpesuṃ,2
sakalaraṭṭhavāsino,2
pañcamo,2
āsīsavaggo,2
mahāsīlavajātakavaṇṇanā,2
ossaṭṭhavīriyosī’’ti,2
dvāresu,2
paritosayamāno,2
raṭṭhā,2
appeneva,2
gaṇhitu’’nti,2
saccameva,2
nīte,2
sūro,2
hanāpesi,2
karitthā’’ti,2
ettakenāpi,2
avisahanto,2
balavāhanaṃ,2
asaniyāpi,2
sīlavamahārājassa,2
samatthā,2
rajjasīmaṃ,2
nivāresi,2
amaccasahassena,2
nivesanadvāraṃ,2
amaccagaṇaparivuto,2
mahātalaṃ,2
gāḷhabandhanaṃ,2
āmakasusānaṃ,2
galappamāṇe,2
ghanaṃ,2
manussamaṃsaṃ,2
saddamakaṃsu,2
olokentā,2
upagañchi,2
ḍaṃsituṃ,2
daḷhaṃ,2
sithilā,2
maraṇabhayabhīto,2
yakkhānaṃ,2
panamhi,2
nānāpupphāni,2
sampāditaṃ,2
ujukaṃ,2
suhitā,2
tuṭṭhacittā,2
gehesu,2
corarājā,2
niddāyati,2
alaṅkatapaṭiyatto,2
saṃviggamānaso,2
dānāhaṃ,2
setacchattassa,2
sampatti,2
amaccasahassassa,2
abhavissa,2
āsacchedaṃ,2
samijjhatī’’ti,2
udānavasena,2
karotheva,2
paṇḍitoti,2
yuttaṭṭhāne,2
ukkaṇṭheyya,2
kareyyāti,2
rajjasampattiṃ,2
jātoti,2
cūḷajanakajātakavaṇṇanā,2
janakarājā,2
passāmīti,2
puṇṇapātijātakavaṇṇanā,2
surāmūlaṃ,2
labhissāmā’’ti,2
aṅgulimuddikā,2
surāpātiyaṃ,2
paṭimaggaṃ,2
pariggaṇhissāmī’’ti,2
vaṇṇetha,2
pivituṃ,2
paṇḍitepi,2
sammantetvā,2
pariggaṇhitukāmo,2
nāmete,2
rājakulaṃ,2
nisīdathā’’ti,2
piveyyātha,2
puṇṇā,2
aññāyaṃ,2
tathevāti,2
niggaṇhitvā,2
kiṃphalajātakavaṇṇanā,2
buddhappamukhaṃ,2
ayyānaṃ,2
āmaṃ,2
supakkaṃ,2
phalakusalo,2
visaphalāni,2
ambasadisāneva,2
halāhalavisaṃ,2
satthavāhaṃ,2
ambarukkho,2
niroge,2
divasampi,2
napi,2
sāduphalo,2
ṭhitopi,2
duvidhena,2
pañcāvudhajātakavaṇṇanā,2
cittenāti,2
pāpuṇiṃsū’’ti,2
jambudīpe,2
uggaṇha,2
ācariyabhāgaṃ,2
sannaddhapañcāvudho,2
adhiṭṭhitaṃ,2
vārayiṃsu,2
yāsi,2
ettheva,2
santajjetvā,2
muñci,2
paññāsa,2
muggarena,2
pañcāvudhakumāro,2
cuṇṇavicuṇṇaṃ,2
hattho,2
purisasīho,2
bhāyasī’’ti,2
bhāyissāmi,2
khādissasi,2
antāni,2
sarīrato,2
andhakārā,2
diṭṭhakālato,2
manussesu,2
appamādena,2
alīnena,2
naro,2
yogakkhemassa,2
